,batch_num_tokens,batch_num_decode_tokens,batch_num_prefill_tokens,operation,Batch Id,batch_size,batch_execution_time,inter_batch_delay,operation_time_per_token
0,128,0,128,batch_execution_time,4.0,1.0,0.1029367829905822,0.0011316689196974,0.8041936171139235
1,256,0,256,batch_execution_time,0.0,1.0,0.378583392011933,,1.4788413750466132
2,512,0,512,batch_execution_time,8.0,1.0,0.1715660030022263,0.0011595990508794,0.33508984961372323
