model_name,dataset,policy,inference_time,ttft_p99,tpot_p99,request_latency_p99,request_throughput_req_per_s,token_throughput_tokens_per_s,output_token_throughput_tokens_per_s,scheduling_delay_p99,preemption_count_waiting,max_gpu_memory_mib
DiscoResearch/mixtral-7b-8expert,short_long,skip_join_mlfq,1003.86,76.41501148173926,0.1271721968626748,911.0195307781479,0.2988464526926065,1316.1108122646583,1242.2399537784154,76.20218836083745,0,39835.0
DiscoResearch/mixtral-7b-8expert,short_long,least_laxity_first,985.28,71.92822174590493,0.12426962379191506,886.5671835436751,0.3044819746670997,1340.9294819746672,1265.6655975966223,71.71868199941693,0,39835.0
DiscoResearch/mixtral-7b-8expert,short_long,hybrid,992.78,69.66723694188458,0.12541170159394693,895.9496599303505,0.30218175225125404,1330.7993714619554,1256.1040713954753,69.44987174779659,0,39835.0
DiscoResearch/mixtral-7b-8expert,short_long,adaptive_io_aging,976.79,62.17496723685968,0.12328810256229333,880.9533405969346,0.3071284513559721,1352.5844859181605,1276.6664277889822,61.97993430228207,0,39835.0
DiscoResearch/mixtral-7b-8expert,short_short,fcfs,105.62,1.3517873325454994,0.0590439703352603,14.539373358108204,2.840371141829199,1136.8396137095247,404.2700246165499,1.2954470634437159,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,sjf,105.86,1.389936857928914,0.059951245795564226,14.877572555429577,2.8339316077838657,1134.262233138107,403.3534857358776,1.334562193020901,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,ljf,105.81,0.9298707197553442,0.055753840285724304,14.245204838495264,2.835270768358378,1134.7982232303184,403.54408846044794,0.8813779710593364,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,prompt_len_sjf,105.92,0.8722141373849437,0.056331020005090854,14.171993197095066,2.8323262839879155,1133.6197129909365,403.125,0.8234227570344949,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,prefill_aging_fairness,106.06,0.8665057251622776,0.057209778534757755,14.170639959385296,2.8285875919290966,1132.123326419008,402.59287195926834,0.8186473523952001,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,vtc_fairness,105.61,0.9200112119180986,0.056984078394001624,14.321165519814969,2.8406400909004828,1136.9472587823122,404.3083041378657,0.8712137595431697,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,skip_join_mlfq,106.16,0.7414793207090399,0.05602443268968623,14.103308798634751,2.825923134890731,1131.056895252449,402.21363978899774,0.6936767538114501,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,least_laxity_first,105.25,1.3895907910894303,0.058581323769831134,14.316403843025324,2.8503562945368173,1140.8361045130641,405.69121140142516,1.3346351911507364,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,hybrid,104.04,1.344667194044304,0.056915619554529145,14.261359516662852,2.883506343713956,1154.104190695886,410.40945790080735,1.290397474014025,0,39411.0
DiscoResearch/mixtral-7b-8expert,short_short,adaptive_io_aging,106.14,1.3676561466986452,0.05911217090517303,14.853137397640168,2.826455624646693,1131.2700207273413,402.2894290559638,1.3114090188976835,0,39411.0
