model,chunk_size,qps,total_time,status,sequence_metrics_csv,output_dir
mixtral,3072,20,91.64,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_mixtral
mixtral,4096,20,88.17,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_mixtral
qwen,128,1,808.87,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_1_qps_qwen
qwen,256,1,618.32,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_1_qps_qwen
qwen,512,1,599.02,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_1_qps_qwen
qwen,1024,1,634.74,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_1_qps_qwen
qwen,2048,1,672.94,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_1_qps_qwen
qwen,3072,1,684.35,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_1_qps_qwen
qwen,4096,1,679.61,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_1_qps_qwen
qwen,128,5,809.97,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_5_qps_qwen
qwen,256,5,615.05,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_5_qps_qwen
qwen,512,5,604.12,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_5_qps_qwen
qwen,1024,5,634.99,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_5_qps_qwen
qwen,2048,5,675.11,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_5_qps_qwen
qwen,3072,5,676.54,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_5_qps_qwen
qwen,4096,5,683.38,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_5_qps_qwen
qwen,128,10,800.90,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_10_qps_qwen
qwen,256,10,615.07,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_10_qps_qwen
qwen,512,10,597.64,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_10_qps_qwen
qwen,1024,10,626.40,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_10_qps_qwen
qwen,2048,10,673.32,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_10_qps_qwen
qwen,3072,10,685.55,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_10_qps_qwen
qwen,4096,10,677.63,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_10_qps_qwen
qwen,128,15,820.69,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_15_qps_qwen
qwen,256,15,619.99,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_15_qps_qwen
qwen,512,15,601.38,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_15_qps_qwen
qwen,1024,15,630.39,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_15_qps_qwen
qwen,2048,15,671.44,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_15_qps_qwen
qwen,3072,15,680.26,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_15_qps_qwen
qwen,4096,15,681.43,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_15_qps_qwen
qwen,128,20,796.81,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_20_qps_qwen
qwen,256,20,624.03,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_20_qps_qwen
qwen,512,20,604.14,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_20_qps_qwen
qwen,1024,20,627.20,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_20_qps_qwen
qwen,2048,20,670.38,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_20_qps_qwen
qwen,3072,20,689.96,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_qwen
qwen,4096,20,684.17,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_qwen
yi,128,1,532.36,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_1_qps_yi
yi,256,1,325.38,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_1_qps_yi
yi,512,1,296.36,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_1_qps_yi
yi,1024,1,298.31,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_1_qps_yi
yi,2048,1,300.80,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_1_qps_yi
yi,3072,1,300.67,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_1_qps_yi
yi,4096,1,303.07,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_1_qps_yi
yi,128,5,529.32,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_5_qps_yi
yi,256,5,340.83,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_5_qps_yi
yi,512,5,248.48,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_5_qps_yi
yi,1024,5,245.05,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_5_qps_yi
yi,2048,5,231.86,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_5_qps_yi
yi,3072,5,225.21,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_5_qps_yi
yi,4096,5,235.51,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_5_qps_yi
yi,128,10,523.45,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_10_qps_yi
yi,256,10,334.80,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_10_qps_yi
yi,512,10,247.28,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_10_qps_yi
yi,1024,10,246.65,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_10_qps_yi
yi,2048,10,232.33,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_10_qps_yi
yi,3072,10,223.75,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_10_qps_yi
yi,4096,10,234.88,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_10_qps_yi
yi,128,15,547.06,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_15_qps_yi
yi,256,15,336.89,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_15_qps_yi
yi,512,15,246.63,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_15_qps_yi
yi,1024,15,245.97,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_15_qps_yi
yi,2048,15,234.22,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_15_qps_yi
yi,3072,15,224.84,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_15_qps_yi
yi,4096,15,253.46,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_15_qps_yi
yi,128,20,539.06,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_128_poison_20_qps_yi
yi,256,20,343.27,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_256_poison_20_qps_yi
yi,512,20,248.33,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_512_poison_20_qps_yi
yi,1024,20,244.73,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_1024_poison_20_qps_yi
yi,2048,20,233.82,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_2048_poison_20_qps_yi
yi,3072,20,225.60,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_3072_poison_20_qps_yi
yi,4096,20,234.99,success,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/arxiv/arxiv_chunk_4096_poison_20_qps_yi
