model,chunk_size,qps,total_time,status,sequence_metrics_csv,output_dir
mixtral,512,20,158.09,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_mixtral
mixtral,1024,20,118.74,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_mixtral
mixtral,2048,20,98.98,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_mixtral
mixtral,3072,20,97.55,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_mixtral
mixtral,4096,20,96.03,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_mixtral/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_mixtral
qwen,128,1,446.28,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_1_qps_qwen
qwen,256,1,340.99,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_1_qps_qwen
qwen,512,1,336.35,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_1_qps_qwen
qwen,1024,1,338.84,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_1_qps_qwen
qwen,2048,1,340.27,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_1_qps_qwen
qwen,3072,1,341.71,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_1_qps_qwen
qwen,4096,1,343.96,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_1_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_1_qps_qwen
qwen,128,5,429.86,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_5_qps_qwen
qwen,256,5,336.42,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_5_qps_qwen
qwen,512,5,315.92,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_5_qps_qwen
qwen,1024,5,327.90,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_5_qps_qwen
qwen,2048,5,326.04,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_5_qps_qwen
qwen,3072,5,319.28,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_5_qps_qwen
qwen,4096,5,332.60,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_5_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_5_qps_qwen
qwen,128,10,456.77,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_10_qps_qwen
qwen,256,10,333.50,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_10_qps_qwen
qwen,512,10,322.31,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_10_qps_qwen
qwen,1024,10,322.50,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_10_qps_qwen
qwen,2048,10,324.15,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_10_qps_qwen
qwen,3072,10,330.84,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_10_qps_qwen
qwen,4096,10,322.22,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_10_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_10_qps_qwen
qwen,128,15,458.22,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_15_qps_qwen
qwen,256,15,330.13,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_15_qps_qwen
qwen,512,15,324.98,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_15_qps_qwen
qwen,1024,15,321.83,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_15_qps_qwen
qwen,2048,15,324.23,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_15_qps_qwen
qwen,3072,15,330.29,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_15_qps_qwen
qwen,4096,15,325.01,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_15_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_15_qps_qwen
qwen,128,20,435.92,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_20_qps_qwen
qwen,256,20,326.58,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_20_qps_qwen
qwen,512,20,322.11,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_qwen
qwen,1024,20,326.67,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_qwen
qwen,2048,20,327.41,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_qwen
qwen,3072,20,323.84,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_qwen
qwen,4096,20,329.90,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_qwen/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_qwen
yi,128,1,404.83,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_1_qps_yi
yi,256,1,311.01,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_1_qps_yi
yi,512,1,311.84,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_1_qps_yi
yi,1024,1,312.05,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_1_qps_yi
yi,2048,1,312.42,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_1_qps_yi
yi,3072,1,314.06,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_1_qps_yi
yi,4096,1,313.15,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_1_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_1_qps_yi
yi,128,5,390.57,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_5_qps_yi
yi,256,5,234.07,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_5_qps_yi
yi,512,5,180.20,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_5_qps_yi
yi,1024,5,169.21,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_5_qps_yi
yi,2048,5,155.51,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_5_qps_yi
yi,3072,5,153.60,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_5_qps_yi
yi,4096,5,147.85,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_5_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_5_qps_yi
yi,128,10,399.27,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_10_qps_yi
yi,256,10,238.01,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_10_qps_yi
yi,512,10,182.73,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_10_qps_yi
yi,1024,10,161.61,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_10_qps_yi
yi,2048,10,147.68,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_10_qps_yi
yi,3072,10,154.14,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_10_qps_yi
yi,4096,10,149.46,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_10_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_10_qps_yi
yi,128,15,401.77,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_15_qps_yi
yi,256,15,235.76,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_15_qps_yi
yi,512,15,186.10,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_15_qps_yi
yi,1024,15,166.88,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_15_qps_yi
yi,2048,15,155.29,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_15_qps_yi
yi,3072,15,148.03,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_15_qps_yi
yi,4096,15,150.76,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_15_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_15_qps_yi
yi,128,20,405.82,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_128_poison_20_qps_yi
yi,256,20,230.34,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_256_poison_20_qps_yi
yi,512,20,186.55,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_512_poison_20_qps_yi
yi,1024,20,167.20,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_1024_poison_20_qps_yi
yi,2048,20,156.45,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_2048_poison_20_qps_yi
yi,3072,20,148.17,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_3072_poison_20_qps_yi
yi,4096,20,148.02,success,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_yi/replica_0/sequence_metrics.csv,/home/sabiha/sarathi-serve/benchmark_output/sharegpt/sharegpt_chunk_4096_poison_20_qps_yi
