model_safe,dataset,policy,total_time,status,sequence_metrics_csv,output_dir
yi_6b,mixed,hybrid,956.03,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_mixed_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_mixed_sched_policy_hybrid_chunk512_qps3_n300
yi_6b,mixed,adaptive_io_aging,858.12,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_mixed_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_mixed_sched_policy_adaptive_io_aging_chunk512_qps3_n300
yi_6b,short_long,fcfs,1115.49,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_fcfs_chunk512_qps3_n300
yi_6b,short_long,sjf,1098.61,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_sjf_chunk512_qps3_n300
yi_6b,short_long,ljf,1104.97,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_ljf_chunk512_qps3_n300
yi_6b,short_long,prompt_len_sjf,1098.93,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300
yi_6b,short_long,prefill_aging_fairness,1084.22,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
yi_6b,short_long,vtc_fairness,1080.79,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_vtc_fairness_chunk512_qps3_n300
yi_6b,short_long,skip_join_mlfq,1112.18,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300
yi_6b,short_long,least_laxity_first,1083.07,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_least_laxity_first_chunk512_qps3_n300
yi_6b,short_long,hybrid,1084.56,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_hybrid_chunk512_qps3_n300
yi_6b,short_long,adaptive_io_aging,1092.70,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300
yi_6b,short_short,fcfs,107.14,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_fcfs_chunk512_qps3_n300
yi_6b,short_short,sjf,106.95,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_sjf_chunk512_qps3_n300
yi_6b,short_short,ljf,106.66,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_ljf_chunk512_qps3_n300
yi_6b,short_short,prompt_len_sjf,106.66,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300
yi_6b,short_short,prefill_aging_fairness,106.57,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
yi_6b,short_short,vtc_fairness,107.11,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_vtc_fairness_chunk512_qps3_n300
yi_6b,short_short,skip_join_mlfq,106.91,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300
yi_6b,short_short,least_laxity_first,107.05,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_least_laxity_first_chunk512_qps3_n300
yi_6b,short_short,hybrid,106.57,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_hybrid_chunk512_qps3_n300
yi_6b,short_short,adaptive_io_aging,106.66,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/yi_6b_short_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300
mixtral_7b_8expert,long_long,fcfs,1344.84,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_fcfs_chunk512_qps3_n300
mixtral_7b_8expert,long_long,sjf,1300.28,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_sjf_chunk512_qps3_n300
mixtral_7b_8expert,long_long,ljf,1354.61,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_ljf_chunk512_qps3_n300
mixtral_7b_8expert,long_long,prompt_len_sjf,1290.95,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300
mixtral_7b_8expert,long_long,prefill_aging_fairness,1312.82,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
mixtral_7b_8expert,long_long,vtc_fairness,1335.01,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_vtc_fairness_chunk512_qps3_n300
mixtral_7b_8expert,long_long,skip_join_mlfq,1345.69,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300
mixtral_7b_8expert,long_long,least_laxity_first,1319.06,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_least_laxity_first_chunk512_qps3_n300
mixtral_7b_8expert,long_long,hybrid,1326.86,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_hybrid_chunk512_qps3_n300
mixtral_7b_8expert,long_long,adaptive_io_aging,1339.55,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300
mixtral_7b_8expert,long_short,fcfs,209.36,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_fcfs_chunk512_qps3_n300
mixtral_7b_8expert,long_short,sjf,212.91,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_sjf_chunk512_qps3_n300
mixtral_7b_8expert,long_short,ljf,214.77,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_ljf_chunk512_qps3_n300
mixtral_7b_8expert,long_short,prompt_len_sjf,208.13,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300
mixtral_7b_8expert,long_short,prefill_aging_fairness,211.82,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
mixtral_7b_8expert,long_short,vtc_fairness,210.10,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_vtc_fairness_chunk512_qps3_n300
mixtral_7b_8expert,long_short,skip_join_mlfq,204.17,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300
mixtral_7b_8expert,long_short,least_laxity_first,212.48,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_least_laxity_first_chunk512_qps3_n300
mixtral_7b_8expert,long_short,hybrid,218.27,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_hybrid_chunk512_qps3_n300
mixtral_7b_8expert,long_short,adaptive_io_aging,215.18,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_long_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300
mixtral_7b_8expert,mixed,fcfs,819.36,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_fcfs_chunk512_qps3_n300
mixtral_7b_8expert,mixed,sjf,808.82,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_sjf_chunk512_qps3_n300
mixtral_7b_8expert,mixed,ljf,805.11,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_ljf_chunk512_qps3_n300
mixtral_7b_8expert,mixed,prompt_len_sjf,770.14,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_prompt_len_sjf_chunk512_qps3_n300
mixtral_7b_8expert,mixed,prefill_aging_fairness,824.80,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
mixtral_7b_8expert,mixed,vtc_fairness,768.77,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_vtc_fairness_chunk512_qps3_n300
mixtral_7b_8expert,mixed,skip_join_mlfq,805.20,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_skip_join_mlfq_chunk512_qps3_n300
mixtral_7b_8expert,mixed,least_laxity_first,812.54,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_least_laxity_first_chunk512_qps3_n300
mixtral_7b_8expert,mixed,hybrid,775.76,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_hybrid_chunk512_qps3_n300
mixtral_7b_8expert,mixed,adaptive_io_aging,819.12,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_mixed_sched_policy_adaptive_io_aging_chunk512_qps3_n300
mixtral_7b_8expert,short_long,fcfs,974.84,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_fcfs_chunk512_qps3_n300
mixtral_7b_8expert,short_long,sjf,993.20,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_sjf_chunk512_qps3_n300
mixtral_7b_8expert,short_long,ljf,946.65,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_ljf_chunk512_qps3_n300
mixtral_7b_8expert,short_long,prompt_len_sjf,989.11,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_prompt_len_sjf_chunk512_qps3_n300
mixtral_7b_8expert,short_long,prefill_aging_fairness,973.74,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
mixtral_7b_8expert,short_long,vtc_fairness,984.85,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_vtc_fairness_chunk512_qps3_n300
mixtral_7b_8expert,short_long,skip_join_mlfq,1003.86,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_skip_join_mlfq_chunk512_qps3_n300
mixtral_7b_8expert,short_long,least_laxity_first,985.28,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_least_laxity_first_chunk512_qps3_n300
mixtral_7b_8expert,short_long,hybrid,992.78,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_hybrid_chunk512_qps3_n300
mixtral_7b_8expert,short_long,adaptive_io_aging,976.79,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_long_sched_policy_adaptive_io_aging_chunk512_qps3_n300
mixtral_7b_8expert,short_short,fcfs,105.62,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_fcfs_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_fcfs_chunk512_qps3_n300
mixtral_7b_8expert,short_short,sjf,105.86,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_sjf_chunk512_qps3_n300
mixtral_7b_8expert,short_short,ljf,105.81,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_ljf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_ljf_chunk512_qps3_n300
mixtral_7b_8expert,short_short,prompt_len_sjf,105.92,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_prompt_len_sjf_chunk512_qps3_n300
mixtral_7b_8expert,short_short,prefill_aging_fairness,106.06,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_prefill_aging_fairness_chunk512_qps3_n300
mixtral_7b_8expert,short_short,vtc_fairness,105.61,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_vtc_fairness_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_vtc_fairness_chunk512_qps3_n300
mixtral_7b_8expert,short_short,skip_join_mlfq,106.16,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_skip_join_mlfq_chunk512_qps3_n300
mixtral_7b_8expert,short_short,least_laxity_first,105.25,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_least_laxity_first_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_least_laxity_first_chunk512_qps3_n300
mixtral_7b_8expert,short_short,hybrid,104.04,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_hybrid_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_hybrid_chunk512_qps3_n300
mixtral_7b_8expert,short_short,adaptive_io_aging,106.14,success,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300/replica_0/sequence_metrics.csv,/home/sabiha/sarathi_observation2/benchmark_output/figure-1/mixtral_7b_8expert_short_short_sched_policy_adaptive_io_aging_chunk512_qps3_n300
