Scheduler,Input Output data Type,Model Name,Number of requests,QPS,Inference Time,P95 TTFT,P95 TPOT,Request Latency,Request Throughput (req/s),Token Throughput (tokens/s),Output Token Throughput (output-tokens/s),Max GPU Memory
vllm,long input long output,llama2_7b,6,1.0,302.05,2.194504058919847,0.06250609992067548,279.80265820445493,0.01986426088395961,157.76195994040722,62.19169011753021,38807.0
vllm,long input long output,llama2_7b,7,1.0,352.3,113.69929178096342,0.07196649829839437,335.2150394756347,0.019869429463525403,171.31989781436275,66.41498722679535,38787.0
vllm,long input long output,llama2_7b,8,1.0,363.82,164.90676334090531,0.0742303689821685,344.6238485679496,0.021988895607718103,183.90412841515035,72.2857456984223,39423.0
vllm,long input long output,llama2_7b,9,1.0,416.03,166.04972702283413,0.07469326527223626,404.7200371302664,0.021633055308511406,189.18587601855637,71.73040405739971,39423.0
vllm,long input long output,llama2_7b,10,1.0,456.5,166.3108583287336,0.07452096965973946,447.70279159620407,0.02190580503833516,398.69879518072287,142.61117196056955,40197.0
vllm,long input long output,llama2_7b,10,2.0,454.88,165.2214611433912,0.07423648142502598,445.3022633931134,0.02198381990854731,200.05935631375309,71.55953218431235,40767.0
vllm,long input long output,llama2_7b,10,3.0,454.33,165.0675132728182,0.07417515226614757,445.9102903720923,0.022010432945216034,200.30154293134947,71.6461602799727,40767.0
vllm,long input long output,llama2_7b,10,4.0,454.08,166.9237625621725,0.07378631155654446,446.26083034398033,0.022022551092318536,200.41182170542638,71.68560606060606,40275.0
vllm,long input long output,llama2_7b,10,5.0,454.21,166.92714225039816,0.07379000460836209,446.72957644579,0.02201624799101737,200.35446159265538,71.66508883556065,40279.0
vllm,long input long output,llama2_7b,10,6.0,456.75,167.7858568723779,0.07417520217790562,449.4439628232736,0.021893814997263273,199.24028461959497,71.26655719759168,40279.0
vllm,long input long output,llama2_7b,10,7.0,453.54,166.9076120859012,0.07378469955396343,446.45969766727643,0.022048771883406093,200.65043877056047,71.77095735767517,40279.0
vllm,long input long output,llama2_7b,10,8.0,456.3,167.85998079599813,0.07422573437597431,449.29639796903353,0.021915406530791146,199.43677405215865,71.33683979837826,40279.0
vllm,long input long output,llama2_7b,10,9.0,453.51,166.83752971845678,0.0737504624354848,446.6569087861106,0.02205023042490794,200.66371193578973,71.77570505611784,40279.0
vllm,long input long output,llama2_7b,10,10.0,453.56,166.841369616054,0.07376708832762853,446.784854304418,0.022047799629596965,200.64159096922128,71.76779257430108,40279.0
vllm,long input long output,mistral_7b,1,1.0,92.06,0.6125907795503736,0.03238830498631851,91.04092519171536,0.010862480990658266,68.55311753204431,30.338909406908538,37503.0
vllm,long input long output,mistral_7b,2,1.0,93.24,0.5992754741571843,0.032885043575630976,89.80009841425344,0.02145002145002145,103.75375375375376,43.96181896181896,37505.0
vllm,long input long output,mistral_7b,3,1.0,96.17,0.6874541190452874,0.03384618568663751,94.31194097222762,0.031194759280440885,151.02422792970782,69.11718831236352,37743.0
vllm,long input long output,mistral_7b,4,1.0,141.5,2.2022076556924732,0.03681547295054188,134.45525726620107,0.028268551236749116,182.7137809187279,74.3886925795053,38769.0
vllm,long input long output,mistral_7b,5,1.0,222.17,2.205092864856124,0.03918631606200363,205.11682128291577,0.02250528874285457,166.17905207723817,74.34847189089436,38771.0
vllm,long input long output,mistral_7b,6,1.0,231.46,2.206553779775277,0.042809904836679666,210.72429480333813,0.02592240559923961,205.87574526916097,81.158731530286,38771.0
vllm,long input long output,mistral_7b,7,1.0,237.83,2.206058161240071,0.0453217276935035,213.59458730434991,0.02943278812597233,245.13728293318755,89.74057099608964,38771.0
vllm,long input long output,mistral_7b,8,1.0,237.65,2.349234522227198,0.04620498252779944,210.24132861001414,0.03366294971596886,269.3961708394698,98.51883021249736,38771.0
vllm,long input long output,mistral_7b,9,1.0,247.38,2.346115150861442,0.050497892911309024,216.41110325381158,0.03638127577007034,302.28797800954,104.75786239793031,38771.0
vllm,long input long output,mistral_7b,10,1.0,255.515,4.089625011384487,0.05532959546479914,252.5400061517488,0.03913664559810579,679.1303837348102,221.6073420347142,39749.0
vllm,long input long output,mistral_7b,10,2.0,254.9,4.203082728013396,0.053791764869956724,221.71993574332438,0.03923107100823853,340.3844644958807,111.07100823852491,40607.0
vllm,long input long output,mistral_7b,10,3.0,254.57,4.208236550027505,0.053786734557500104,221.7920770894735,0.039281926385669956,340.8257060926268,111.21498998310878,40607.0
vllm,long input long output,mistral_7b,10,4.0,256.87,4.285403553256765,0.053633152974362386,223.92699566707006,0.038930198154708606,337.77397126951377,110.21917701561101,40591.0
vllm,long input long output,mistral_7b,10,5.0,254.5,4.275142905348912,0.05325850538301855,222.02928215512065,0.03929273084479371,340.9194499017682,111.24557956777996,40591.0
vllm,long input long output,mistral_7b,10,6.0,256.51,4.263466933555901,0.05356633438832898,223.80712669636117,0.038984834899224205,338.2480215196289,110.37386456668357,40591.0
vllm,long input long output,mistral_7b,10,7.0,254.72,4.271673372806982,0.05327945322717908,222.32923623626112,0.03925879396984925,340.625,111.14949748743719,40591.0
vllm,long input long output,mistral_7b,10,8.0,257.22,4.2780817610677335,0.05370691574233106,224.5188490570522,0.03887722572117253,337.31436124718135,110.06920146178368,40591.0
vllm,long input long output,mistral_7b,10,9.0,254.35,4.274841771367937,0.05323066581604359,222.08020391422315,0.03931590328287792,341.12050324356204,111.31118537448398,40591.0
vllm,long input long output,mistral_7b,10,10.0,257.85,4.271565324254334,0.05377146417971088,225.03083697208194,0.03878223773511731,336.49020748497185,109.80027147566413,40591.0
vllm,long input long output,mixtral_7b_8expert,1,1.0,42.08,0.1177987772971391,0.014661459541108384,41.05286225024611,0.023764258555133082,149.97623574144487,66.3735741444867,38385.0
vllm,long input long output,mixtral_7b_8expert,2,1.0,41.17,0.11541782673448318,0.014508926930923007,39.09209586046636,0.04857906242409521,234.97692494534854,99.56278843818313,38391.0
vllm,long input long output,mixtral_7b_8expert,3,1.0,41.9,0.11133268242701887,0.01474893996482067,40.51869709724561,0.07159904534606205,346.6348448687351,158.63961813842482,38391.0
vllm,long input long output,mixtral_7b_8expert,4,1.0,58.56,0.17186953863129015,0.015028185486452406,54.649996565142644,0.06830601092896174,441.49590163934425,179.74726775956285,38737.0
vllm,long input long output,mixtral_7b_8expert,5,1.0,92.7,0.17047228273004292,0.015587799961667212,83.64547581598163,0.05393743257820927,398.2740021574973,178.18770226537217,38743.0
vllm,long input long output,mixtral_7b_8expert,6,1.0,91.09,0.2066069657448679,0.015534835646763605,80.73033384140581,0.06586892084751345,523.1309693709518,206.22461302009,39011.0
vllm,long input long output,mixtral_7b_8expert,7,1.0,94.16,0.21210703244432802,0.01607545731163097,82.19780591046437,0.07434154630416313,619.1694987255735,226.66737468139337,39005.0
vllm,long input long output,mixtral_7b_8expert,8,1.0,91.7,0.21294391690753395,0.015792607321361642,78.56185376551001,0.08724100327153762,698.1679389312977,255.3217011995638,39011.0
vllm,long input long output,mixtral_7b_8expert,9,1.0,96.72,0.21244688294827932,0.016781637152628443,81.52810915112494,0.09305210918114144,773.1596360628619,267.9383788254756,39011.0
vllm,long input long output,mixtral_7b_8expert,10,1.0,94.59,0.2578803142532706,0.016775393179133357,90.12442132337019,0.1057194206575748,1834.527962786764,598.6256475314515,39305.0
vllm,long input long output,mixtral_7b_8expert,10,2.0,91.4,0.2390627748332917,0.016415259251316178,76.83285022825,0.10940919037199125,949.2778993435448,309.7592997811816,39305.0
vllm,long input long output,mixtral_7b_8expert,10,3.0,91.11,0.4677526415325701,0.01652418638360495,77.04155556424517,0.1097574360662935,952.2994182855889,310.74525299089015,39863.0
vllm,long input long output,mixtral_7b_8expert,10,4.0,90.45,0.2854296891484409,0.016457990239948456,76.69272096278142,0.11055831951354339,959.2482034273079,313.012714206744,39399.0
vllm,long input long output,mixtral_7b_8expert,10,5.0,91.72,0.2852773311547935,0.016682502092915913,77.88071603160347,0.10902747492368077,945.9659834278239,308.678587003925,39195.0
vllm,long input long output,mixtral_7b_8expert,10,6.0,95.19,0.2855456300079822,0.017287709856321602,80.92899495940651,0.10505305179115454,911.4822985607732,297.4262002311167,39195.0
vllm,long input long output,mixtral_7b_8expert,10,7.0,94.08,0.46793032563291487,0.017063734715230202,80.02466366174627,0.10629251700680273,922.2363945578231,300.9353741496599,39687.0
vllm,long input long output,mixtral_7b_8expert,10,8.0,90.04,0.4855233025737106,0.016381483925843883,76.63294492927376,0.11106175033318524,963.6161705908485,314.43802754331404,39669.0
vllm,long input long output,mixtral_7b_8expert,10,9.0,89.99,0.4851355528924614,0.016297721124394742,76.6593276982661,0.111123458162018,964.151572396933,314.6127347483054,39747.0
vllm,long input long output,mixtral_7b_8expert,10,10.0,91.05,0.4891657253727316,0.01649488891436307,77.59045311971565,0.10982976386600769,952.9269632070292,310.95002745744097,39747.0
vllm,long input long output,qwen_7b,1,1.0,96.16,0.6435133991762996,0.03384474090588703,95.13843944109976,0.010399334442595675,65.6301996672213,29.045341098169718,37717.0
vllm,long input long output,qwen_7b,2,1.0,100.75,0.6291914909612387,0.036179971855411934,97.15641595614143,0.019851116625310174,96.0198511166253,40.6848635235732,37737.0
vllm,long input long output,qwen_7b,3,1.0,109.28,0.6769360050559043,0.03870860025448244,107.36493355995043,0.02745241581259151,132.90629575402636,60.82540263543192,37957.0
vllm,long input long output,qwen_7b,4,1.0,176.03,2.199244524165988,0.04715420084117244,168.1431666759774,0.022723399420553316,146.87269215474635,59.79662557518605,38775.0
vllm,long input long output,qwen_7b,5,1.0,286.86,2.2044052202254534,0.05452167272579589,267.85921803768724,0.017430105277835877,128.7038973715401,57.582095795858606,38795.0
vllm,long input long output,qwen_7b,6,1.0,308.87,2.2005541848484427,0.06344930869588125,285.99292564135976,0.019425648331013047,154.27849904490563,60.818467316346684,38795.0
vllm,long input long output,qwen_7b,7,1.0,348.07,109.95365904774505,0.07008166834682095,330.5546140414662,0.020110897233315137,170.4599649495791,64.28017352831327,38775.0
vllm,long input long output,qwen_7b,8,1.0,363.23,159.66024611094036,0.07204736405077665,343.12108387183395,0.02202461250447375,179.97687415687028,68.17718800759849,39345.0
vllm,long input long output,qwen_7b,9,1.0,404.55,158.79154232311993,0.07164425787756505,393.08427096270026,0.02224694104560623,189.50685947348904,68.71832900753924,39345.0
vllm,long input long output,qwen_7b,10,1.0,440.62,159.07718157228084,0.071724686711577,433.60244884276767,0.02269529299623258,402.38300576460443,137.06595252144706,39325.0
