scheduler,model,Request Id,request_num_prefill_tokens,request_num_decode_tokens,request_scheduling_delay,request_execution_time,request_e2e_time,ttft,tpot,prefill_exec_with_preemption,decode_exec_with_preemption
sarathi,llama,0_0,11,57,9.658141061663628e-05,1.4759179153479636,1.4952344035264105,0.068985600490123,0.025021908825198,0.0688890190795064,1.4262488030362874
sarathi,llama,0_1,320,64,0.0565640097483992,1.6165750494692477,1.6929663037881255,0.1094735818915069,0.0247420737796346,0.0529095721431076,1.5834927218966186
sarathi,llama,0_10,22,183,0.0221736868843436,4.5783871710300446,4.691277572885156,0.0490039279684424,0.0253676155459929,0.0268302410840988,4.642273644916713
sarathi,llama,0_11,11,517,0.0220980169251561,12.907547680661082,13.164012791821731,0.0497712988872081,0.0253660377039352,0.0276732819620519,13.114241492934523
sarathi,llama,0_12,14,505,0.0086545210797339,12.645864164456723,12.860310988035051,0.0363335451111197,0.0253940147384632,0.0276790240313857,12.823977442923931
sarathi,llama,0_13,4,474,0.0011282216291874,11.906306984601542,12.088584654731676,0.0271246165502816,0.0254461182240113,0.0259963949210941,12.061460038181394
sarathi,llama,0_14,8,442,0.0199873268138617,11.137351711047812,11.312569866888223,0.0457471348345279,0.0254905491675423,0.0257598080206662,11.266822732053695
sarathi,llama,0_15,92,2,0.0246356977149844,0.0809115800075233,0.1061954507604241,0.0554825067520141,0.0253564720042049,0.0308468090370297,0.0507129440084099
sarathi,llama,0_16,86,93,0.0073367054574191,2.3741024311166257,2.417376373428852,0.0381334694102406,0.0255832570324581,0.0307967639528214,2.3792429040186107
sarathi,llama,0_17,5,279,0.0249592582695186,7.047197362640873,7.165951646165922,0.0511849212925881,0.0255009560031302,0.0262256630230695,7.114766724873334
sarathi,llama,0_18,31,371,0.01033127005212,9.37671861704439,9.493220646167174,0.0394335121382027,0.0254819060216414,0.0291022420860826,9.453787134028971
sarathi,llama,0_2,82,445,0.0208707838319242,11.023809814127162,11.26488473592326,0.0501998998224735,0.0252015389575298,0.0293291159905493,11.214684836100789
sarathi,llama,0_3,30,51,0.0198033030610531,1.2750939782708883,1.307249607052654,0.047814441146329,0.0246948071746338,0.0280111380852758,1.259435165906325
sarathi,llama,0_4,27,234,0.0106437767390161,5.802658310392872,5.917682866798714,0.0407462387811392,0.0251151137949469,0.030102462042123,5.876936628017575
